response_id,user_id,timestamp,work_interfere,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,coworkers,supervisor,comments
6a3e285e-8943-44a2-80a7-dd48256545de,7c0531ce-fc61-4e6e-bcd3-9c95308adca0,2014-08-27 11:43:10,Often,No,Not sure,No,No,Don't know,Somewhat difficult,Yes,No,Some of them,
5ed32268-0c6c-41df-bac8-c1d015fdb2f8,3427f069-d0e0-4083-8798-a98bd2ac4a37,2014-08-27 11:43:22,Sometimes,Don't know,No,No,No,Don't know,Don't know,No,No,No,
9e6bedf9-b3a3-4d95-9b1f-4ff927611a26,aa95bf49-bf29-4513-a380-099487e428d1,2014-08-27 11:43:36,Sometimes,Yes,Yes,No,Yes,Yes,Somewhat easy,No,Some of them,Yes,Our health plan has covered my psychotherapy and my antidepressant medication. My manager has been aware but discreet throughout. I did get negative reviews when my depression was trashing my delivery but y'know I wasn't delivering.
264cca85-ce3c-436c-b8a4-bc651d76d792,1091469d-8ebc-4065-9162-396a80c5534b,2014-08-27 11:43:45,,Don't know,Not sure,No,No,Don't know,Don't know,No,Some of them,Yes,
585c5c03-a6c7-4176-9829-d46be29f23ae,2f6c92b6-8b21-4918-82de-cef5fcb8c603,2014-08-27 11:43:48,,No,No,No,No,Don't know,Don't know,No,Yes,Yes,
74cc5e8e-bee5-479b-a9fb-42ce32091a84,1fabd0cd-336f-4e34-997a-2912b449fb2e,2014-08-27 11:43:56,Sometimes,No,Yes,Yes,No,Don't know,Don't know,No,Yes,Yes,
b1f30265-7a42-4b1f-b788-d84295f7e051,f1ce5f2b-b572-4b9a-8907-795816268d9b,2014-08-27 11:44:43,Rarely,Yes,No,No,Don't know,Don't know,Don't know,Maybe,Some of them,Yes,I just started a new job last week hence a lot of don't know's
279d7a09-db57-42cf-a455-70d0a834ce6a,339be229-f198-4296-8185-41842c08996c,2014-08-27 11:44:55,Often,No,Yes,No,No,Yes,Very difficult,Maybe,No,No,
998bf6fc-2c09-4b13-ad5c-70e7d5a843fb,014d8480-e992-4295-aa75-1966cc4bb82a,2014-08-27 11:45:32,,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,Some of them,Yes,
c9d07c9f-a865-4f97-8ffe-aba94f211694,00a3bb98-9489-4226-aeec-0a5492f39518,2014-08-27 11:45:33,,Don't know,No,Don't know,Don't know,Don't know,Don't know,Maybe,Some of them,Some of them,
afd135f6-51d1-482a-a013-61327d41bcfb,9d36a5df-50ff-4c20-a9db-f8cdaa42e653,2014-08-27 11:45:51,Never,Don't know,Not sure,No,No,Don't know,Don't know,Maybe,Some of them,Yes,
2523665b-5345-4a58-95ec-664a88127b67,0b46c378-853e-492a-b45d-040804f8c51e,2014-08-27 11:46:36,,No,No,No,No,Don't know,Don't know,No,No,No,
37f53c3e-c3cd-470b-a26f-a940df7ce274,960b9729-281a-4238-b6b5-454e9916c9a5,2014-08-27 11:46:49,Rarely,Yes,Yes,No,No,Yes,Don't know,Maybe,No,No,
be09c8e3-d7f2-41fa-89c9-c0a4769e76ab,fcec3f63-4123-4abb-a91d-ea88a4560aa6,2014-08-27 11:46:55,,Don't know,No,No,No,Don't know,Somewhat easy,No,Yes,Yes,
872680a7-7291-4c74-a311-c2b9ab5bef35,4c375e8b-362f-499f-882d-6a54e472df8c,2014-08-27 11:47:10,Sometimes,Don't know,No,No,No,Don't know,Don't know,No,Some of them,Yes,
1e7197bf-8806-48d6-b7ec-2e6f5b147a95,fe617204-c325-43bf-a935-18620f11cc33,2014-08-27 11:47:33,,No,No,No,No,Yes,Somewhat easy,No,Some of them,Yes,
f5623a66-46f8-4a01-992b-c3c0b5b0f832,26586f8d-6e08-4bfc-b09f-ffe74d79aa66,2014-08-27 11:47:56,Often,Don't know,No,No,No,No,Somewhat difficult,Yes,No,No,In addition to my own mental health issues I've known several coworkers that may be suffering and I don't know how to tell them I empathize and that I want to help.
dd66777d-bbff-4e19-b0d1-33e346cb3af9,bf03f086-cd65-4d41-9eeb-3732dde65647,2014-08-27 11:48:57,Sometimes,Yes,No,No,Don't know,Don't know,Don't know,Yes,Some of them,No,
36415ec9-b8c6-4700-9b12-5e11044e5f53,289e24cd-b90b-41f9-ad3e-6ed93f5929ef,2014-08-27 11:49:51,Sometimes,Don't know,Not sure,Yes,Yes,Yes,Very easy,No,Yes,Yes,
cbbfe6c9-1ccb-4098-8aab-1b978a4ddbb1,74a12289-fbc0-48b3-9ea6-d6d0395066cd,2014-08-27 11:50:27,Never,Yes,Not sure,No,Yes,Don't know,Somewhat easy,No,Yes,Yes,
7860c445-7ffd-4327-b077-03f3350677c2,1b0c6b0e-4b19-4359-910a-f5f4fedb92cb,2014-08-27 11:50:28,,No,No,No,No,Don't know,Very easy,Yes,No,No,
19a63f4a-cdc1-4c4a-beca-a10274eb4ab2,60b9fbdd-f80b-43f2-8255-95fa0e2247a0,2014-08-27 11:50:46,Sometimes,Don't know,No,No,No,Don't know,Somewhat easy,No,Some of them,Yes,
fe79d00a-2e84-4c9c-8148-ff772885e881,69151c98-a11f-471d-8589-244e99785847,2014-08-27 11:51:07,Sometimes,Yes,Yes,Yes,Yes,Don't know,Don't know,Yes,Some of them,No,
71019f0f-0558-43ff-bb18-dfc26faa18f5,490c8282-a1e4-4954-9d10-e97e9312ebbd,2014-08-27 11:51:34,Often,No,Not sure,No,No,Don't know,Very easy,No,Some of them,Yes,Thanks for doing this research.
4288bdfb-4647-4283-b5ba-ba6688def80b,131a57c4-8fe3-4757-a204-f3be9ae83761,2014-08-27 11:52:07,Sometimes,Yes,No,Don't know,Yes,Don't know,Don't know,Maybe,Some of them,Some of them,
aa4f09a6-9114-4507-a617-318b6126d827,54509138-996a-42b6-bea1-14f6fed7067a,2014-08-27 11:52:41,,Don't know,No,Don't know,Don't know,Don't know,Don't know,Maybe,Some of them,No,
3ffce203-3fdb-4d49-ab5c-eb3a6a7c0406,a38bdd1e-a027-4f01-9af6-38d17d6ce40d,2014-08-27 11:52:44,Rarely,No,No,No,No,Don't know,Don't know,Maybe,Some of them,No,
75008722-5e9a-4e75-8986-583e5632f6c6,def4cdf9-6a23-46c4-b632-e090e89dbd1a,2014-08-27 11:53:05,Never,No,No,No,No,Don't know,Don't know,Maybe,Some of them,Some of them,
e2fe3c51-ff9b-4afc-9679-1833d0f12ab8,07073c75-035d-473e-982a-abfa3040316f,2014-08-27 11:53:25,Never,Don't know,Not sure,Don't know,Don't know,Don't know,Somewhat easy,No,Some of them,Yes,
1dcc9a3f-c278-48a4-87b7-00b712039d25,a708359d-d167-4f83-95d4-9e18fc942644,2014-08-27 11:54:27,Rarely,Yes,Yes,No,No,Yes,Somewhat difficult,Maybe,Yes,Yes,
b76c0241-464b-4a57-9c87-27e1b7af1e1c,a22fb297-fadb-4310-919b-76638e84ff8f,2014-08-27 11:56:17,,No,No,No,Don't know,Yes,Somewhat easy,No,Some of them,Yes,
2a933788-a621-4771-8400-454da06933bb,6ab1c14b-8b40-4505-89cc-20a822c6bd95,2014-08-27 11:56:29,Never,Don't know,Not sure,Yes,Don't know,Don't know,Don't know,Maybe,Some of them,Some of them,
da0f32a7-0ed9-4a33-9863-19e0cfe73a96,254e2e05-6f77-4b1a-b1df-8fa0a1bd2b40,2014-08-27 11:57:30,,No,Yes,No,No,No,Somewhat difficult,Yes,No,No,
4f795d94-762b-4f1b-a0d5-7f08e98b9dc6,bdcf0264-7a4c-4bc7-aeaf-0740c5e93216,2014-08-27 11:57:33,,Yes,Yes,Yes,Yes,Don't know,Don't know,No,Yes,Yes,
7f955e03-2aa2-4c64-b9ab-815ef4ff21d1,e44b0bb2-1ff4-4838-85c2-7cfe041a24fa,2014-08-27 11:57:54,Sometimes,No,No,No,No,Yes,Somewhat difficult,No,Yes,Yes,
ccef7c9f-30a2-4361-af39-d6e884fa8da3,93dcce2d-3356-4cbe-9e39-667d7606b26d,2014-08-27 11:59:31,Sometimes,No,No,No,No,Don't know,Somewhat difficult,Yes,Some of them,No,
b077ef05-67f6-4956-a9bd-c6dd74b75f15,1bae5639-2d0f-4e6e-8009-e2269c606f0e,2014-08-27 12:00:02,Never,Don't know,No,Don't know,Don't know,Don't know,Very easy,No,Some of them,Some of them,
14ce486e-532c-499c-affb-8278ec50a062,c34dc3f4-53a3-4358-9552-a54bb216db62,2014-08-27 12:01:50,Sometimes,Yes,Yes,No,Yes,Don't know,Don't know,No,Yes,Some of them,
3086cca4-511e-4ab9-957b-f2bda1fdd3f2,357cd05d-6a10-4bcc-b666-d07708bbb030,2014-08-27 12:02:40,Never,Yes,Not sure,Yes,Don't know,Don't know,Very easy,No,Some of them,Yes,
b404faf4-2fb6-430c-900f-f64273e1d548,b8f71117-b347-44e7-b85c-b9ea225990d9,2014-08-27 12:02:52,Never,No,No,No,No,Don't know,Don't know,No,Some of them,Yes,
0927b7fd-2ac7-4d74-bf1a-3e60d696cd6d,c3cfa2b2-0bf1-491d-817c-0267cd020c40,2014-08-27 12:03:30,Often,Yes,Yes,Yes,Yes,Yes,Very easy,Maybe,Some of them,Yes,
4b68ddee-0aa3-4459-9df5-f1ee5dfc2ed8,77041854-db93-4555-8ec9-d51a1b4849b5,2014-08-27 12:05:13,Never,No,No,No,No,Don't know,Don't know,Yes,No,No,
605c2db2-f859-40c3-940e-07e6b8097dd0,43323acd-e714-4bba-afa4-d20c2b7fb638,2014-08-27 12:05:37,,Don't know,Not sure,No,No,Don't know,Don't know,No,Some of them,Yes,
9028824b-1984-4575-8501-e5ca43435422,718316ee-b54e-47de-99a3-f752a6aa68a2,2014-08-27 12:07:08,Often,No,No,No,No,Don't know,Very difficult,Maybe,Some of them,No,
55780eda-5b13-4443-b8b3-ce07043a2131,1fb0da6d-1ba7-48c5-b1cb-d40fdbd63e26,2014-08-27 12:10:43,Rarely,Yes,Not sure,No,Don't know,Don't know,Don't know,Yes,Some of them,Some of them,
c5466e22-dabf-4cc4-88c3-49cf8e9c608d,e7521bc8-ab09-485b-b770-121256e416a5,2014-08-27 12:11:00,Sometimes,Yes,Yes,No,No,Don't know,Don't know,Maybe,Some of them,Some of them,
f8e7e1b9-9c97-495d-b0bd-51d455f7cddd,470e209c-5d4b-4c8c-9c10-245aa67e0be4,2014-08-27 12:11:07,,Don't know,No,No,Don't know,Don't know,Don't know,No,Some of them,Some of them,
34e880e0-f75d-4973-9ea7-ac39a27fd3a7,2cb46605-a4d2-4a39-9a7c-64af8480e132,2014-08-27 12:12:47,Never,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,Some of them,Yes,
e0d8a8bc-d261-4ed0-8eb9-91094915eabb,7dfcdb90-298a-41c2-ae6e-29b0c323ba11,2014-08-27 12:13:30,Sometimes,No,Yes,No,No,Yes,Very difficult,No,Yes,Yes,
684e1ffa-1e9d-41d7-a68d-a49dd4781721,3bdf9f73-dfa4-49e2-bbad-bcb4dd31c245,2014-08-27 12:14:13,,Don't know,No,No,No,Don't know,Somewhat easy,Maybe,Some of them,No,
6e01194e-92bd-40e4-9e0c-ebd73d3a77ec,8a3a7dbf-7702-4a2b-9ee0-a51e99f05266,2014-08-27 12:15:11,,Yes,Yes,No,No,Yes,Somewhat easy,No,Yes,Yes,In Russia we have mandatory medical insurance. Every employer must pay 3.6% of every employee's salary to the insurance fund like a tax. Everyone gets free healthcare at public clinics and hospitals. Some types of healthcare including mental health are still funded from the government budget but that doesn't matter it's still FREE!However this is Russia :D I don't know much about what actually happens in mental hospitals here except that a lot of young people with male in their passports use these to avoid military draft and doctors seem to help them.
526313c9-2925-41d7-89a8-93db4387f0ed,277d0c80-f39d-4f78-9e05-a76551a3decf,2014-08-27 12:15:19,Sometimes,Yes,Yes,No,Don't know,Don't know,Don't know,Maybe,Some of them,Yes,
e8461ea3-4629-40fe-847f-64d4fa4dcf3e,f7878fe6-995e-44f8-8d68-5cc37f4fef7f,2014-08-27 12:15:30,Never,Don't know,No,No,Don't know,Don't know,Don't know,No,Yes,Yes,
83f161bb-46b8-40cd-baf2-928cd69920ce,2c7883f8-545a-4013-8cba-4b2833917214,2014-08-27 12:16:21,Rarely,Don't know,Not sure,No,Don't know,Don't know,Somewhat easy,Maybe,Some of them,No,
c60e2af8-f2b3-4de3-a42e-f9f9c7f1f488,d1191565-c49b-4e1e-a4e7-5bd32bd9e2b1,2014-08-27 12:17:01,Sometimes,Don't know,No,No,No,Don't know,Don't know,No,Some of them,Yes,
613d6612-90bc-4ab6-ba06-093cde7a64d8,0446b5d6-0052-4d87-be38-bc119dd48fe8,2014-08-27 12:18:02,Sometimes,No,Yes,No,No,Don't know,Somewhat easy,Maybe,Some of them,No,
d144df98-a3c5-4757-af98-9a59e7452229,a951767c-9492-46b3-8300-ed9ee5c4091e,2014-08-27 12:18:04,Often,No,Yes,No,No,Yes,Somewhat easy,No,Yes,Yes,
b1bd9ff3-de88-4f3f-8202-1d41c93b6f5b,709eb501-dc4f-4da3-9fd8-80bbe8854915,2014-08-27 12:18:14,Sometimes,No,Yes,No,No,No,Very difficult,Yes,No,No,In my previous workplace which had mental health protections policies and access to counsellors my Director went so far as to say to me in somewhat casual conversation A woman was murdered across the street. At best though she was bipolar and at worst - who knowsI have bipolar disorder. I have zero faith that an organization with policies in place could appropriately handle mental health. I have even less faith that a workplace without the policies in place could appropriately handle mental health. I can only imagine it's worse in full tech environments.
1929525a-6d54-427d-9179-72b3a1458339,a28b0c3d-8d34-48a7-926c-7defc8a81b5e,2014-08-27 12:18:38,Never,Yes,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,No,Some of them,
7f8a6e92-460b-45b0-af30-e8534ab1d729,b90d2b1a-d79a-4e4b-b358-a349ae634fab,2014-08-27 12:19:52,,Don't know,No,Don't know,Don't know,Don't know,Very easy,No,Some of them,Yes,
dd42a451-2bb4-466e-9181-12202d2aeedb,5fda7caa-b2cc-4f83-93c3-19f984ed6945,2014-08-27 12:20:10,Sometimes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,Some of them,Yes,
a516f17c-c872-4fa4-8d75-664bb726dae2,79927a7b-fa7c-4209-86ac-d1636c3280f1,2014-08-27 12:22:55,Never,Yes,Not sure,Yes,Don't know,Don't know,Somewhat easy,No,Some of them,Yes,
ba2595d8-dcdf-4c31-a955-e782ac4da9c1,1ecb3241-e4f7-4f92-9824-07fa011c11ba,2014-08-27 12:23:48,Rarely,Yes,Not sure,No,No,Yes,Somewhat easy,No,Some of them,Yes,
e8bd8ce5-a00a-4ad9-82ce-16ae394e09a6,c7a65c5a-9ebd-4430-8851-6a61d78b22c0,2014-08-27 12:23:59,Sometimes,Don't know,Not sure,No,No,Don't know,Somewhat easy,No,Some of them,Yes,I've seen negative consequences towards mental health conditions in previous workplaces.Working remote is empowering in this way.
14c1687a-73b0-4201-a79d-207fb1f5d719,c56e3725-2d76-4181-8289-33a040ea6cd9,2014-08-27 12:25:09,Rarely,No,No,No,No,No,Don't know,Maybe,Yes,Yes,
d2e95d90-f298-4bce-99b6-6e65b4f02413,efb0fb74-7f6c-464c-865a-09d397437a8c,2014-08-27 12:28:12,Never,Yes,No,No,No,Don't know,Don't know,Maybe,No,No,
eda81a00-cd44-4355-bc2e-70a0b2433b85,d7918ff7-f8fd-4814-99d1-3d6fb5c813ef,2014-08-27 12:28:16,Sometimes,Yes,No,Yes,Yes,Yes,Somewhat difficult,Maybe,Some of them,Yes,
2c8bec46-d0ca-42aa-aaf6-a65ca04e2f8e,e83e6fa6-c726-4d42-8fc3-cfdd0e83c2ce,2014-08-27 12:29:25,Sometimes,Yes,Yes,No,Don't know,Yes,Don't know,Yes,No,No,
ef6ff711-ace2-4dfd-b964-d45aa58bb6ea,58a0f71d-b42a-408a-9d91-35abf54f5d29,2014-08-27 12:31:02,Sometimes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,Some of them,Some of them,
405ad5d0-2ee1-411d-ae5f-ed503d9467ca,832ae5a9-4c2b-463a-857b-d6e03193b298,2014-08-27 12:31:03,Rarely,Yes,Yes,No,Yes,Yes,Very easy,No,Yes,Yes,
16c44409-77fc-43b5-9366-69363aa4f49e,22c648ae-fe2a-4b72-884f-babc381c1b39,2014-08-27 12:31:14,Never,Yes,Yes,No,Don't know,Don't know,Don't know,Maybe,Some of them,Some of them,
5ff0afa0-d158-43c9-8d4e-cc5235cfbc8f,c017d583-54fe-4842-957e-1c8fc51611a0,2014-08-27 12:31:28,,Don't know,No,No,Don't know,Don't know,Don't know,Maybe,Some of them,No,
e29834bb-d24d-4e9d-a03b-21e9fe3e8573,4fa191e6-f286-4894-a025-e9276ab6fc66,2014-08-27 12:31:34,Never,Don't know,No,No,Don't know,Don't know,Very easy,No,Some of them,Some of them,
8b67b1e6-f1a3-422a-b40e-40a71a8c9d04,dde9787a-43d1-4b68-ba59-f98701cdc9d2,2014-08-27 12:31:41,Often,No,Yes,No,No,Yes,Very difficult,Yes,Some of them,Yes,
e88aaed3-d624-47ec-b1d8-c2709a2e5a0e,8bce23a9-23f8-4a77-9976-7eb8832d9341,2014-08-27 12:31:41,Rarely,Yes,Yes,Yes,Yes,Yes,Very easy,Maybe,Some of them,Yes,
73f8a922-44eb-4481-910f-8a24c0965412,2b54b570-a368-4e93-a9a0-5acec843f51f,2014-08-27 12:31:43,Rarely,No,No,No,No,Yes,Very easy,No,Some of them,No,
42dac5c1-9c0d-4c6d-ae7d-f203b61b4a55,755b5f15-102c-4d14-a2ae-1c3972023fff,2014-08-27 12:32:24,,Don't know,Not sure,No,Don't know,Don't know,Don't know,No,Some of them,Yes,
ab52fca3-7237-4023-8640-213f6eab33f1,80118331-8d34-46b0-9470-8c43f1e31a14,2014-08-27 12:32:59,Never,Yes,Yes,No,Yes,Don't know,Don't know,Yes,No,No,
